puzzle_id,fen,rating,phase,fullmove_number,moves,rating_deviation,popularity,nb_plays,themes,piece_count,major_pieces,difficulty,phase_source,heuristic_phase
KYUgS,r1b1k2r/pppp1ppp/3q1n2/4n3/4PP2/4B3/P1PNB1PP/1R1QK2R b Kkq - 0 12,1832,opening,12,e5g4 e2g4 f6g4 d1g4,74,89,269,advantage opening short,27,14,hard,heuristic,opening
ekEoC,rnb1kb1r/1p3ppp/p7/4p3/8/4PN1P/PP1B1Pq1/RN1QKR2 b Qkq - 1 12,1771,opening,12,c8h3 f1g1 g2g1 f3g1,74,86,1315,advantage opening short trappedpiece,25,14,hard,heuristic,opening
7tl9F,r1bqr1k1/pp1n1pb1/3p1np1/2pN2Bp/2P1P2P/5QN1/PP2BPP1/R3K2R b KQ - 4 12,1960,opening,12,d7e5 d5f6 d8f6 f3f6 g7f6 g5f6,74,92,2146,crushing fork long middlegame,30,16,hard,heuristic,opening
QuYdF,r2qk2r/pb3ppp/2nbp3/1B1p4/8/3P1N2/PPP2PPP/R1BQK2R w KQkq - 2 11,1521,opening,11,c1g5 d8a5 c2c3 a5b5,74,80,135,advantage fork opening short,27,14,medium,heuristic,opening
B7hlP,8/k6p/6p1/pRnrb3/5p2/5P2/P1P2P2/1R3K2 b - - 1 31,1165,endgame,31,e5d6 b5a5 c5a6 a5d5,74,99,1444,endgame,15,7,easy,theme,middlegame
IIaJV,r3kb1r/pp1npppp/2pp1n2/q5B1/2PP2b1/2N1PN2/PP2BPPP/R2QK2R w KQkq - 3 8,1197,opening,8,e1g1 g4f3 e2f3 a5g5,74,95,9860,advantage capturingdefender master middlegame short,32,16,easy,heuristic,opening
FM810,r1bq3k/pppp3p/6n1/7Q/8/2b5/P1P2PPP/1RB1R1K1 b - - 1 17,1283,middlegame,17,c3e1 c1b2 e1c3 b2c3 h8g8 h5d5,74,92,1031,middlegame,21,11,easy,theme,middlegame
Z2MnF,r1bq1rk1/pp1pppbp/2n2np1/6B1/3NP3/2N5/PPP1BPPP/R2Q1RK1 b - - 5 8,1675,opening,8,e7e6 d4c6 b7c6 e4e5,73,95,18827,advantage opening short,30,16,medium,heuristic,opening
ei3rf,6k1/5pp1/4q1n1/3pP2R/1P1Q4/2P4P/4r1PK/2B5 w - - 1 27,1860,endgame,27,c1f4 e2e4 d4a7 e4f4,74,86,111,endgame,16,8,hard,theme,middlegame
Yi2kJ,4r2k/q5bp/2p3p1/P2p4/1P6/2P3Q1/2R2RPP/6K1 w - - 13 37,1251,endgame,37,h2h3 e8e1 g1h2 g7e5 g3e5 e1e5,74,95,1819,endgame,17,8,easy,theme,middlegame
wNiVt,r1bq1rk1/1p1nb1pp/p1p1p3/3p4/3PnB2/2N2N1P/PPP1BPP1/R2Q1RK1 w - - 1 11,1432,opening,11,c3e4 d5e4 f4h2 e4f3,74,82,113,advantage opening short,30,16,medium,heuristic,opening
IXCLp,r3nrk1/1pq2ppp/p1b1p3/4P1B1/P1Bp4/3P2Q1/1PP3PP/R4RK1 w - - 1 17,1264,middlegame,17,c4e6 f7e6 f1f8 g8f8 a1f1 f8g8,74,85,389,middlegame,26,12,easy,theme,middlegame
Q5F0s,5rk1/p1p4p/2B2pp1/3P4/1qb1Rn2/5PN1/6PP/Q5K1 b - - 2 26,1924,middlegame,26,b4c5 a1d4 c5d4 e4d4 f4e2 g3e2,74,92,467,middlegame,19,10,hard,theme,middlegame
EgpD1,r1bqr1k1/pp3ppp/8/1P1p1nP1/7P/P1B1P3/6B1/R2Q1RK1 b - - 0 18,1511,middlegame,18,f5e3 d1d4 e3f5 f1f5,74,90,1780,middlegame,23,12,medium,theme,middlegame
wcP6c,r1b2rk1/pp3ppp/2n5/2b5/4q3/1Q3N2/PPP1BPPP/R1B2RK1 w - - 0 12,1844,opening,12,c1g5 e4e2 a1e1 e2a6,74,85,213,crushing hangingpiece middlegame short,25,14,hard,heuristic,opening
Z02mB,2r2r1k/1pq3p1/p6p/6b1/8/1N4P1/PPPQ4/1K1R3R w - - 3 28,1530,middlegame,28,d2g5 c7c2 b1a1 c2d1 h1d1 h6g5,74,88,242,middlegame,18,10,medium,theme,middlegame
WNFIP,r2qk2r/pb2bppp/1p2pn2/8/Q2P4/3B1N1P/PP3PP1/R1B2RK1 b kq - 2 12,1201,opening,12,d8d7 d3b5 a7a6 b5d7,74,98,470,advantage middlegame pin short,26,14,easy,heuristic,opening
FwX2Y,r1b2rk1/p1pp1pp1/2p1qn1p/8/4PB2/2P3P1/P1P2PBP/R2Q1RK1 b - - 1 12,1619,opening,12,f6e4 f1e1 d7d5 f2f3,74,80,1613,advantage middlegame short,26,12,medium,heuristic,opening
Jvpeh,r2q1r1k/1pp1n1bp/p1np2pB/5p2/3PP3/2N2B1P/PP1Q1PP1/R4RK1 b - - 1 14,1072,middlegame,14,c6d4 h6g7 h8g7 d2d4,74,99,596,advantage attraction intermezzo kingsideattack middlegame short,28,14,easy,heuristic,middlegame
IV0XV,r3kb1r/pp1n1ppp/4P3/3p4/7q/2N3n1/PPPP3P/R1BQK1NR w KQkq - 0 11,2000,opening,11,e6f7 e8d8 h2g3 h4h1,74,93,2265,opening,26,14,hard,theme,opening
ar1xp,rn1q1rk1/ppp2ppp/3b4/3pNp2/3PnB2/4PP2/PPPN2PP/R2QK2R b KQ - 0 9,1367,opening,9,d8h4 g2g3 h4e7 f3e4,74,95,21137,advantage defensivemove master opening short,30,14,medium,heuristic,opening
09hhy,r1b1k2r/ppp2ppp/1qn5/2b1p3/8/2NP1N2/PPPB1PPP/R2Q1RK1 b kq - 4 10,1776,opening,10,e8g8 c3a4 c5f2 f1f2,74,86,538,crushing opening short,28,14,hard,heuristic,opening
lWlc4,r1bq1rk1/ppppp1b1/2n3pp/1B1NPpBn/3P4/5N2/PPP2PPP/R2QK2R w KQ - 0 9,1068,opening,9,g5e7 c6e7 d5e7 d8e7,74,96,5911,advantage opening short,32,16,easy,heuristic,opening
bIIWM,6r1/pb5k/1p4pp/2rpQ3/5nBP/2P2Pq1/PP6/2KR2NR w - - 4 25,1813,middlegame,25,h1h3 f4d3 d1d3 g3e5,74,94,1714,middlegame,22,12,hard,theme,middlegame
jJntt,2b2rk1/2rp2pp/p2q4/1p2ppQ1/4B3/2P5/P1P1KP2/6RR b - - 1 27,1685,middlegame,27,d6f6 e4d5 g8h8 h1h7 h8h7 g1h1 f6h6 h1h6 g7h6 g5e7,74,93,1085,middlegame,21,10,medium,theme,middlegame
eid1a,rn1qk1nr/pbpp1ppp/1p2p3/8/2PP4/P2B1N2/2P2PPP/R1BQK2R b KQkq - 0 8,1592,opening,8,d8f6 c1g5 b7f3 g5f6 f3d1 f6g7,74,94,10870,advantage long opening sacrifice trappedpiece,29,14,medium,heuristic,opening
tGkw3,rnbq1rk1/pp3pp1/2pbp2p/8/3PB3/3Q1N2/PPP2PPP/R1B2RK1 w - - 0 10,1812,opening,10,c2c4 f7f5 d3e2 f5e4,74,95,4168,opening,28,14,hard,theme,opening
SdOeA,r3r1k1/p2p1pp1/b6p/1qp5/8/2P1BN2/P1PQ1PPP/R3K2R w KQ - 2 16,1725,middlegame,16,d2d3 b5b2 e1g1 a6d3,74,89,439,middlegame,23,11,hard,theme,middlegame
PvaFo,r1b1k1nr/ppp2ppp/2n5/2b1N1B1/2B1q3/8/PP3PPP/R2Q1RK1 b kq - 0 11,1118,opening,11,c6e5 d1d8,74,100,279,mate matein1 onemove opening,26,15,easy,heuristic,opening
Gn1vq,6k1/p1r1ppb1/2q3p1/4n2p/4N3/2PQB1P1/PP3P1P/3R2K1 w - - 2 24,1894,middlegame,24,d3d5 c7d7 d5d7 e5d7,74,93,1536,middlegame,21,10,hard,theme,middlegame
QeZWm,3r2k1/p4pp1/7p/1Q3N1P/6P1/P2p1q2/KP6/8 b - - 1 38,1175,endgame,38,f3d5 b5d5 d8d5 f5e7 g8f8 e7d5,74,83,134,endgame,15,6,easy,theme,middlegame
qzkNt,8/8/p3k1p1/PP3pP1/4p3/2PpK3/8/8 b - - 0 43,1725,endgame,43,a6b5 a5a6 f5f4 e3d2 e4e3 d2d3,74,93,1320,endgame,11,2,hard,theme,endgame
MAcaR,r1bq3r/ppp3pk/2nb3p/3p3Q/4p3/3P3N/PPP2PPP/R1B1NRK1 b - - 0 12,1347,opening,12,e4d3 h3g5 d8g5 c1g5,74,96,5901,opening,28,14,medium,theme,opening
SsL97,r1b1k2r/ppp2p1p/2pb4/6pq/N1B1P1nP/5PP1/PPPPQ3/R1B2RK1 b kq - 0 12,1597,opening,12,d6g3 f3g4 h5h4 c4f7,74,86,279,advantage attackingf2f7 middlegame short,29,14,medium,heuristic,opening
bH1Pv,r4k1r/4b2p/5qp1/p4p2/1pQN4/2p1P3/2R2PPP/3R2K1 b - - 3 35,1560,middlegame,35,a8d8 d4e6 f6e6 d1d8 f8f7 c4e6 f7e6 d8h8,74,95,1206,middlegame,20,10,medium,theme,middlegame
ych0S,r2qk2r/p1p2ppp/1p1b1n2/2p1p3/4P3/1QPb3P/PP1N1PPN/R1B1R1K1 b kq - 1 13,1295,opening,13,d3a6 b3a4 d8d7 a4a6,74,96,6703,opening,29,14,easy,theme,middlegame
6Rw9Y,4k3/pp6/2p3p1/3p2p1/3P1PP1/P1P3K1/1P6/8 b - - 0 30,1776,endgame,30,g5f4 g3f4 e8f7 f4e5,74,86,421,endgame,14,2,hard,theme,middlegame
Wfetp,4q3/P1Rb2p1/4p3/2Q1B1pk/4Pp2/5P1P/1r1r2P1/2R3K1 w - - 1 45,1297,middlegame,45,e5d4 d2g2 g1f1 d7b5,74,84,274,middlegame,19,10,easy,theme,endgame
UrKL3,8/3Q1p1k/6pp/4P3/8/2p3PP/1q3PK1/8 b - - 1 36,1918,endgame,36,h7g7 e5e6 c3c2 d7f7 g7h8 e6e7 b2b7 g2h2 b7e7 f7e7,74,93,458,endgame,12,4,hard,theme,middlegame
ZPUwn,8/8/4pp2/6k1/3P2P1/5KP1/8/8 w - - 1 57,2225,endgame,57,f3e4 g5g4 d4d5 f6f5 e4e3 e6d5,74,94,2243,endgame,7,2,hard,theme,endgame
d2w5v,rnbq1rk1/1p3pbp/1np3p1/p7/P2p4/2NBPN2/1P1B1PPP/R2Q1RK1 w - - 0 12,1981,opening,12,f3d4 c6c5 d4b5 d8d3,74,94,10904,advantage opening short,29,16,hard,heuristic,opening
KEI8I,2r5/Q2Rpk1p/4qpp1/8/P6P/6P1/5PK1/8 w - - 1 38,1918,endgame,38,a4a5 e6e4 g2h2 c8c1 d7e7 e4e7,74,89,299,endgame,14,6,hard,theme,middlegame
SbiD6,r1r4Q/1b2kpN1/3p1q2/p3p3/2p1P3/P1P3RP/1P3PP1/R5K1 w - - 5 37,1782,middlegame,37,g7f5 f6f5 h8h4 f5f6 h4f6 e7f6,74,93,1175,middlegame,22,10,hard,theme,middlegame
IhwqJ,2rr2k1/6p1/5q1p/p3p3/3b2Q1/P1P4P/2R2PPB/5R1K b - - 0 26,1539,middlegame,26,c8c3 c2c3 d4c3 g4c4 g8h7 c4c3,74,83,155,middlegame,19,10,medium,theme,middlegame
0n6Hp,4r2k/pp2pr1p/4N1p1/4n3/3Nb3/4R3/PP5P/4K1R1 b - - 1 26,1549,middlegame,26,e5f3 d4f3 f7f3 e3e4,74,92,1480,middlegame,18,10,medium,theme,middlegame
a8TDk,rnb1kb1r/pp4pp/5n2/8/4p3/3B1N2/PPP2PPP/R1BKR3 b kq - 1 12,1576,opening,12,c8g4 d3e4 f6e4 e1e4 f8e7 e4g4,74,97,1814,opening,24,13,medium,theme,opening
Lz6zC,4rrk1/pp3p1p/1q1pR1p1/3b1PQ1/1P1p4/P2B4/3P2PP/5RK1 b - - 2 21,1739,middlegame,21,d5e6 f5f6 b6d8 g5h6 d8f6 f1f6,74,95,2990,middlegame,23,10,hard,theme,middlegame
frqpn,r4r1k/pp4p1/2n4p/6q1/2Q4N/PP5b/2P2PP1/R3R1K1 b - - 3 23,1556,middlegame,23,f8f4 c4f4 g5f4 h4g6 h8h7 g6f4,74,90,401,middlegame,20,11,medium,theme,middlegame
hD4BR,r1b4r/pp1pkp1p/2n1pqp1/8/2P1QN2/P2B4/5PPP/3R1RK1 b - - 5 17,1282,middlegame,17,h8e8 f4d5 e7d8 d5f6,74,97,2627,middlegame,24,12,easy,theme,middlegame
RZXPN,r1b2rk1/pp2bp1p/2p3p1/1qPp4/4n3/4P3/P1Q1NPPP/BBR2RK1 b - - 3 17,1951,opening,17,b5c5 c2b2 e7f6 b2f6 e4f6 c1c5,74,93,1946,opening,27,14,hard,theme,middlegame
OnU2U,2kr1b1r/1p3ppp/p1b1pn2/2p4q/3P4/P1NQ1N2/1PP2PPP/R1BR2K1 w - - 4 12,1991,opening,12,f3e5 d8d4 e5c6 d4d3,74,87,639,crushing middlegame short,28,14,hard,heuristic,opening
Oibbn,rn1qkbnr/1b3ppp/p3p3/1p2N3/2pPp3/2P5/PPB2PPP/RNBQK2R b KQkq - 1 9,1258,opening,9,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,74,95,13327,advantage long opening trappedpiece,31,16,easy,heuristic,opening
MBpKj,r3r3/pp1nb1kp/1qp1Qnp1/3p2N1/3P4/2P5/PP1N1PPP/R3R1K1 b - - 5 21,1585,middlegame,21,d7f8 e6f7 g7h8 e1e7 e8e7 f7e7,74,94,1308,middlegame,26,13,medium,theme,middlegame
QXC9Z,6k1/p1p2rp1/1p3N2/2pQ4/8/1P1P1qBb/P1P4P/4R1K1 b - - 10 36,1589,endgame,36,f3f6 e1e8 g8h7 d5h5 f6h6 h5f7,74,90,784,endgame,19,9,medium,theme,middlegame
vflme,8/p3Q1p1/1p5p/6k1/5q2/1B5P/P2r2P1/7K b - - 8 44,1619,endgame,44,g5h5 b3f7 f4f7 e7f7,74,88,214,endgame,13,6,medium,theme,endgame
d4gaq,5rk1/5p2/4pqp1/Q2p4/P7/8/1PP2P2/1K5R b - - 0 36,1736,endgame,36,f6f2 a5c3 d5d4 c3h3 g8g7 h3h6 g7f6 h6f8,74,95,4028,endgame,14,6,hard,theme,middlegame
EVttL,r2qkbnr/pp1n1ppp/4p3/4P3/2Qp4/4BN2/PP3PPP/RN2K2R w KQkq - 0 10,1738,opening,10,e3d4 a8c8 b1d2 c8c4,73,92,3874,advantage opening short,27,14,hard,heuristic,opening
qtt0l,2kr1b1r/ppp2ppp/2n2n2/4p3/8/2NB4/PP1K1PPP/R1B1N2R w - - 0 11,1501,opening,11,d2c2 c6b4 c2b3 b4d3 e1d3 d8d3,74,65,183,advantage deflection long opening,25,13,medium,heuristic,opening
5s3u8,8/P6k/7p/1P6/3rP3/n4PP1/6KP/8 b - - 0 44,1216,endgame,44,d4a4 b5b6 a3c4 b6b7 a4a7 b7b8q,74,98,967,endgame,11,4,easy,theme,endgame
nYWyo,rn3rk1/ppp3pp/3p2p1/8/2nPN1Pq/1P5P/P4PK1/R1BQ1R2 b - - 0 16,1294,middlegame,16,c4b6 c1g5 h4g5 e4g5,74,95,1183,middlegame,25,12,easy,theme,middlegame
5FDfh,3r1r1k/p5pp/5q2/2p1p3/2Q5/P5P1/4PP2/2RR2K1 w - - 1 26,1321,endgame,26,d1d8 f6f2 g1h1 f8d8,74,93,3987,endgame,17,8,medium,theme,middlegame
5Bqx0,rn1qkb2/p4pp1/2p3p1/3n2P1/2P1p3/1B5r/PP3P2/RNBQ1RK1 w q - 0 15,1977,middlegame,15,c4d5 d8d6 f2f4 e4f3,74,95,3298,middlegame,25,14,hard,theme,middlegame
7JN5I,4r1k1/pp4p1/4p2p/3pNp2/3P3q/2P3r1/PP1KQ3/R4R2 w - - 0 29,1972,middlegame,29,f1g1 h4g5 d2c2 g3g1 a1g1 g5g1,74,92,1105,middlegame,20,9,hard,theme,middlegame
wGVNx,r2qkbnr/1b1p1ppp/p3p3/1pp5/3nP3/1BNP1N2/PPP2PPP/R1BQK2R w KQkq - 2 8,1162,opening,8,c1g5 d4f3 d1f3 d8g5,74,95,6292,crushing opening short,32,16,easy,heuristic,opening
M3KDs,r4rk1/p1pq1ppp/3b4/1p1p4/3P4/2P1BQ2/PP3PPP/R4RK1 w - - 0 15,935,middlegame,15,f3d5 d6h2 g1h2 d7d5,74,100,494,middlegame,24,10,easy,theme,middlegame
TTDni,8/pp4kp/6p1/3P1pQ1/3p4/3P1P1P/Pq2r1P1/5RK1 b - - 3 26,2062,endgame,26,b2d2 g5d2 e2d2 d5d6 g7f6 f1e1 d2d1 e1d1,74,87,162,endgame,18,6,hard,theme,middlegame
zjEJU,5r1k/pp4p1/4Q2p/1b1p4/3P4/P3PNqP/1P4P1/2R3K1 w - - 0 30,1143,endgame,30,e6e5 f8f3 e5g3 f3g3 c1c8 h8h7,74,94,1316,endgame,19,8,easy,theme,middlegame
ij7h4,r4rk1/pp2b1pp/2n5/2p1p2n/3pN1qP/1P1P1NP1/PBP1QPK1/R3R3 w - - 4 20,1813,middlegame,20,f3h2 h5f4 g2h1 g4e2 e1e2 f4e2,74,95,3679,middlegame,28,14,hard,theme,middlegame
AwQnT,8/8/pp2k1p1/5p1p/PP1K1P1P/6P1/8/8 w - - 4 44,1721,endgame,44,a4a5 b6a5 b4a5 e6d6 d4c4 d6c6,74,88,170,endgame,12,2,hard,theme,endgame
4OWUt,r1bqk1nr/ppp3pp/1bnP4/5p2/4NB2/8/PPP1PPPP/R2QKBNR w KQkq - 0 7,1938,opening,7,d6c7 d8d1 a1d1 f5e4,74,88,495,opening,30,16,hard,theme,opening
os84z,r2q1rk1/pp1n1ppp/2p2p2/8/2PP1Q2/3B4/PP3PPP/R4RK1 b - - 0 12,1685,opening,12,d8b8 f4f5 g7g6 f5d7,73,94,10015,crushing middlegame short,24,10,medium,heuristic,opening
xscbL,3R2k1/p4p2/1p4pp/8/1P2Q3/P1P4P/r4qP1/7K b - - 1 33,1268,endgame,33,g8g7 e4e5 f2f6 d8g8 g7g8 e5f6,74,93,2962,endgame,16,6,easy,theme,middlegame
Qiasy,1k3r2/ppqn4/2ppB1p1/P3p1B1/4P1n1/3P4/1PPQK3/7R b - - 3 31,1768,middlegame,31,f8f2 e2e1 f2d2 h1h8 c7c8 h8c8 b8c8 e1d2,74,89,162,middlegame,21,10,hard,theme,middlegame
f6q2C,r1bq1r1k/pp2p2p/3p1p2/3P1P1Q/2PBR3/1P5P/P6K/2b5 b - - 1 26,1123,middlegame,26,d8e8 d4f6 e7f6 e4e8 f8e8 h5e8,74,97,2082,middlegame,22,10,easy,theme,middlegame
2XLqe,4r2k/p1p5/5Q1p/5ppq/1P6/P4N2/4rPP1/2R3K1 b - - 4 33,1193,endgame,33,h8h7 c1c7 e2e7 c7e7 e8e7 f6e7,74,95,2620,endgame,17,8,easy,theme,middlegame
